,corridor_name,train_year,train_week_num,train_departure_date_short,passengers,number_of_services,revenue,revenue_without_promotion,passengers_km,seats_km,day_category,price_mix_ratio,tickets_saudi,tickets_egyptian,tickets_pakistani,tickets_indian,tickets_yemeni,tickets_indonesian,tickets_jordanian,tickets_USA,tickets_britain
281,MAK-MAD,2022,41,2022-10-09,5924,18,902130.30,996198.0000,2344998.508,3360346.128,Autumn,1.12554017555705604321,1601,710,581,362,187,478,48,129,108
282,MAK-MAD,2022,41,2022-10-10,5851,18,873767.75,966445.0000,2331530.146,3360346.128,Autumn,1.12382498718167834558,1581,617,423,303,196,296,100,129,140
283,MAK-MAD,2022,41,2022-10-11,5799,18,848356.00,951244.0000,2307985.492,3360346.128,Autumn,1.11939989653388515261,1654,639,387,248,217,529,43,274,144
284,MAK-MAD,2022,41,2022-10-12,6352,18,954445.95,1041066.0000,2481171.500,3360346.128,Autumn,1.15004722921914357683,2559,504,376,270,247,481,50,150,122
285,MAK-MAD,2022,41,2022-10-13,9492,26,1444470.80,1551866.5000,3632989.556,4853833.296,Autumn,1.18233249051833122630,5194,637,404,304,251,615,91,100,119
286,MAK-MAD,2022,41,2022-10-14,7758,21,1126245.85,1223231.5000,2927158.490,3920403.816,Autumn,1.14899458623356535189,3605,605,372,332,216,502,96,159,99
287,MAK-MAD,2022,41,2022-10-15,8855,25,1384512.30,1483643.0000,3417284.616,4667147.400,Autumn,1.18443817052512704687,4218,818,404,312,227,528,102,134,154
288,MAK-MAD,2022,42,2022-10-16,7437,21,1084728.20,1187389.0000,2860163.918,3920403.816,Autumn,1.13820088745461879790,3736,580,351,257,251,541,51,157,180
289,MAK-MAD,2022,42,2022-10-17,8598,25,1261554.30,1369846.5000,3291113.764,4667147.400,Autumn,1.15558269364968597348,4251,715,386,194,297,491,52,147,214
290,MAK-MAD,2022,42,2022-10-18,6015,18,878120.65,968712.5000,2365578.140,3360346.128,Autumn,1.13261845386533665835,1942,641,498,303,268,368,161,155,248
291,MAK-MAD,2022,42,2022-10-19,5912,18,876900.55,967934.5000,2337320.828,3360346.128,Autumn,1.14264208389715832206,1951,612,393,382,197,551,83,225,197
292,MAK-MAD,2022,42,2022-10-20,7566,26,1152057.25,1235614.0000,2960307.446,4853833.296,Autumn,1.14444885011895321174,2753,763,485,340,238,641,124,200,193
293,MAK-MAD,2022,42,2022-10-21,6735,22,960428.50,1048749.5000,2600535.806,4107089.712,Autumn,1.11674832962138084633,2169,789,590,398,225,586,60,131,148
294,MAK-MAD,2022,42,2022-10-22,7810,25,1203683.05,1280200.0000,3066948.350,4667147.400,Autumn,1.15253521126760563380,3027,838,411,386,191,516,174,136,195
